Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam
2023-02-24,14:50:05,6,1,"Parker, Nick",1000010353,Right,VIR_CAV,"Schott, Hayden",1000115020,Right,COL_LION,Undefined,3,Top,2,0,0,ChangeUp,Changeup,FoulBall,Undefined,Undefined,0,0,78.94844,-0.56351,-2.837242,1704.926757,235.263748,01:45:00,5.64069,1.65764,5.00815,-33.74722,12.94379,16.36989,2.29586,0.34154,71.86379,-6.759896,0.051095,0.491799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.74292,7.07989,-1.39811,50,5.56007,4.94221,-114.28284,-2.27687,-11.51414,21.88667,-22.85005,VIR_CAV,COL_LION
2023-02-24,14:50:30,6,2,"Parker, Nick",1000010353,Right,VIR_CAV,"Schott, Hayden",1000115020,Right,COL_LION,Undefined,3,Top,2,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,0,0,87.78409,0.042664,-1.363935,2158.230191,253.353014,02:30:00,5.54333,1.7239,5.28191,-30.5275,7.18847,19.40651,3.03945,2.05997,78.97731,-5.600556,2.081446,0.442012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.07859,3.99851,-1.61404,50,5.52535,2.13184,-127.17038,-1.03501,-16.21454,30.35744,-25.74122,VIR_CAV,COL_LION
2023-02-24,14:51:19,6,3,"Parker, Nick",1000010353,Right,VIR_CAV,"Schott, Hayden",1000115020,Right,COL_LION,Undefined,3,Top,2,1,1,ChangeUp,Changeup,InPlay,Popup,Out,1,0,79.96518,0.442627,-2.073832,1822.267684,260.590154,02:45:00,5.55716,1.80264,4.97205,-41.34467,4.8661,18.70048,2.53013,1.40137,71.79014,-7.126428,1.227381,0.489264,70.31593,83.732514,-45.032007,NA,NA,NA,NA,NA,12.00624,NA,NA,-10.03989,2.70004,-1.61874,50,5.56643,3.40446,-115.71527,-0.57281,-13.30591,26.13181,-28.59568,VIR_CAV,COL_LION
2023-02-24,15:09:57,1,1,"Parker, Nick",1000010353,Right,VIR_CAV,"Lazitz, Anton",1000115016,Right,COL_LION,Undefined,4,Top,0,0,1,Slider,Slider,FoulBall,Undefined,Undefined,0,0,83.92259,-1.103159,-2.01473,2287.328871,160.876961,11:15:00,5.6389,1.37757,5.1643,-34.19577,6.84237,-1.89835,1.75022,-0.67761,76.60266,-7.350111,-2.350892,0.461068,68.79598,-47.423662,-108.47205,NA,NA,NA,NA,2.06382,2.44121,-28.57768,0.025056,0.35563,4.11792,-1.18811,50,5.50996,4.3602,-121.64302,-3.57901,0.52944,25.28231,-26.04332,VIR_CAV,COL_LION
2023-02-24,15:10:21,1,2,"Parker, Nick",1000010353,Right,VIR_CAV,"Lazitz, Anton",1000115016,Right,COL_LION,Undefined,4,Top,0,0,2,Curveball,Curveball,BallCalled,Undefined,Undefined,0,0,74.59264,-0.222142,-1.426938,2680.177322,44.725272,07:30:00,5.85096,1.18199,4.77768,-73.49945,-20.15332,-21.79324,-0.48463,-1.98701,68.47161,-13.279824,-5.279637,0.525682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.38859,-9.57461,-1.01887,50,5.76337,3.54161,-108.12785,-3.03219,12.01434,22.92187,-43.24703,VIR_CAV,COL_LION
2023-02-24,15:10:48,1,3,"Parker, Nick",1000010353,Right,VIR_CAV,"Lazitz, Anton",1000115016,Right,COL_LION,Undefined,4,Top,0,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,0,0,80.44734,-0.404589,-1.067504,1637.098176,245.818867,02:15:00,5.5714,1.36683,5.02109,-37.72762,7.90197,13.65485,2.04556,1.49724,72.17154,-7.336228,1.346691,0.486177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.11485,4.56331,-1.27616,50,5.50301,1.58048,-116.40089,-2.14901,-9.53151,26.64785,-26.06073,VIR_CAV,COL_LION
2023-02-24,15:11:04,1,4,"Parker, Nick",1000010353,Right,VIR_CAV,"Lazitz, Anton",1000115016,Right,COL_LION,Undefined,4,Top,0,2,2,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,0,0,87.88688,-0.513485,-3.055438,2281.099465,222.644562,01:30:00,5.65108,1.21925,5.70561,-21.92387,15.33363,12.80142,3.34497,-0.5635,78.59,-4.67494,-0.769718,0.439317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.46788,8.35111,-0.97077,50,5.59474,6.21673,-127.1644,-1.82246,-11.96926,31.22791,-18.78919,VIR_CAV,COL_LION
2023-02-24,15:11:35,2,1,"Parker, Nick",1000010353,Right,VIR_CAV,"Kreutzmann, EJ",1000115023,Right,COL_LION,Undefined,4,Top,1,0,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,0,0,79.64253,-0.373292,-2.6605,1647.09197,229.640706,01:45:00,5.58216,1.64389,5.23773,-31.71356,14.70001,15.09339,2.58813,0.39929,71.0114,-6.294638,0.013632,0.490336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.42056,7.99245,-1.41065,50,5.5251,4.7096,-115.10798,-1.76675,-10.99741,26.65868,-21.73578,VIR_CAV,COL_LION
2023-02-24,15:11:49,2,2,"Parker, Nick",1000010353,Right,VIR_CAV,"Kreutzmann, EJ",1000115023,Right,COL_LION,Undefined,4,Top,1,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,0,0,80.31014,-0.554799,-1.150006,1700.935529,235.104597,01:45:00,5.59526,1.58498,4.90247,-33.23049,12.85064,15.80859,2.30123,1.8146,71.82807,-6.693978,1.637342,0.488577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.12461,7.05272,-1.4862899999999999,50,5.5142,1.6315,-116.1201,-2.27221,-10.81978,26.73921,-22.78176,VIR_CAV,COL_LION
2023-02-24,15:12:07,2,3,"Parker, Nick",1000010353,Right,VIR_CAV,"Kreutzmann, EJ",1000115023,Right,COL_LION,Undefined,4,Top,1,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,0,0,79.83549,-0.177387,-1.172246,1812.919003,245.220968,02:15:00,5.54178,1.59815,4.91126,-36.39837,9.66516,17.36765,2.34081,1.93683,72.25868,-6.84361,1.89093,0.488484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.90752,5.3113,-1.49889,50,5.49469,1.61711,-115.63092,-1.64182,-11.90047,24.22121,-25.07812,VIR_CAV,COL_LION
2023-02-24,15:12:27,2,4,"Parker, Nick",1000010353,Right,VIR_CAV,"Kreutzmann, EJ",1000115023,Right,COL_LION,Undefined,4,Top,1,2,1,Slider,Slider,FoulBall,Undefined,Undefined,0,0,84.53499,-0.114367,-1.163416,2371.375262,172.728873,11:45:00,5.61808,1.52482,5.42053,-31.02029,8.88552,-0.96847,2.92591,0.3542,77.14554,-5.837447,-1.335746,0.454663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15091,4.90744,-1.42086,50,5.58665,2.53262,-122.64738,-1.32627,0.22921,24.89796,-24.72021,VIR_CAV,COL_LION
2023-02-24,15:12:54,2,5,"Parker, Nick",1000010353,Right,VIR_CAV,"Kreutzmann, EJ",1000115023,Right,COL_LION,Undefined,4,Top,1,2,2,Curveball,Curveball,InPlay,GroundBall,Out,1,0,76.78665,0.985654,0.087872,2727.771132,53.706868,07:45:00,5.75642,1.25087,4.94015,-61.58822,-11.83528,-18.46666,1.55569,-0.20497,69.99538,-10.099154,-3.178613,0.507669,72.57238,0.547554,1.786111,1762.239808,NA,NA,NA,41.5268,40.1047,0.669438,0.394632,9.19315,-5.72587,-1.24319,50,5.80073,0.57774,-111.34271,-0.30731,11.35376,23.01106,-39.24563,VIR_CAV,COL_LION
2023-02-24,15:13:28,3,1,"Parker, Nick",1000010353,Right,VIR_CAV,"Selinsky, Skye",1000061613,Right,COL_LION,Undefined,4,Top,2,0,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,0,0,88.67249,-2.095429,-2.681316,2072.742992,210.131898,01:00:00,5.57049,1.41003,5.64386,-18.78438,17.57918,9.44583,2.04749,-0.30579,80.14104,-5.656558,-0.995817,0.434015,86.06445,65.01035,38.301007,5042.818112,NA,NA,NA,NA,53.21741,NA,NA,-5.64048,9.95426,-1.18852,50,5.3808,5.60344,-128.412,-5.2813,-9.3031,29.62301,-15.75602,VIR_CAV,COL_LION
2023-02-24,15:14:03,3,2,"Parker, Nick",1000010353,Right,VIR_CAV,"Selinsky, Skye",1000061613,Right,COL_LION,Undefined,4,Top,2,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,0,0,89.5105,-2.002562,-3.825027,2119.16588,213.372229,01:00:00,5.56646,1.17832,5.67008,-21.32918,14.05725,8.49284,1.91702,-1.6855,81.67794,-5.989173,-2.311552,0.428144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.38611,8.05178,-0.86039,50,5.38368,8.29356,-129.61446,-5.24643,-9.14588,27.55496,-18.50176,VIR_CAV,COL_LION
2023-02-24,15:14:18,3,3,"Parker, Nick",1000010353,Right,VIR_CAV,"Selinsky, Skye",1000061613,Right,COL_LION,Undefined,4,Top,2,1,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,0,0,76.485830000000007,0.712952,-0.257125,2858.55771,57.292916,08:00:00,5.76676,1.30174,4.85892,-60.46952,-9.95764,-18.33773,1.40249,-0.46977,69.4742,-10.168157,-3.49546,0.511527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.99304,-4.68894,-1.25978,50,5.78524,1.24441,-110.82924,-0.80434,10.95765,23.5697,-37.88732,VIR_CAV,COL_LION
2023-02-24,15:14:35,3,4,"Parker, Nick",1000010353,Right,VIR_CAV,"Selinsky, Skye",1000061613,Right,COL_LION,Undefined,4,Top,2,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,0,0,89.14868,-1.874234,-4.185127,2222.615099,216.382947,01:15:00,5.52296,1.09246,5.78088,-21.15017,14.44985,9.77028,2.01135,-1.99418,81.19561,-5.842972,-2.441672,0.429434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.16882,8.25666,-0.75256,50,5.35528,9.0202,-129.04581,-4.91092,-10.36684,27.70927,-18.29855,VIR_CAV,COL_LION
2023-02-24,15:14:54,3,5,"Parker, Nick",1000010353,Right,VIR_CAV,"Selinsky, Skye",1000061613,Right,COL_LION,Undefined,4,Top,2,2,2,Slider,Slider,InPlay,GroundBall,Out,1,0,84.63447,-1.663295,-2.199543,2380.619066,142.291516,10:45:00,5.56021,1.22763,5.35922,-32.19128,7.80158,-5.02551,1.31623,-1.25485,77.48965,-7.557118,-3.092413,0.455158,65.32484,-42.285277,58.790006,NA,NA,NA,NA,3.724,2.73124,42.804304,0.021939,1.90142,4.77461,-1.02618,50,5.38783,4.92388,-122.69896,-4.70033,2.8866,25.21974,-24.92552,VIR_CAV,COL_LION
2023-02-24,15:26:02,1,1,"Parker, Nick",1000010353,Right,VIR_CAV,"Kail, Jack",1000194823,Left,COL_LION,Undefined,5,Top,0,1,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,0,0,87.32348,-0.976571,-0.282919,2111.016983,243.811394,02:15:00,5.55209,1.67979,5.74532,-27.12812,9.61756,17.25883,2.3821,2.85461,80.17409,-6.003139,2.808439,0.436289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.83705,5.52111,-1.66676,50,5.45443,-0.10511,-126.87746,-3.08132,-14.42522,25.61913,-23.16165,VIR_CAV,COL_LION
2023-02-24,15:26:19,1,2,"Parker, Nick",1000010353,Right,VIR_CAV,"Kail, Jack",1000194823,Left,COL_LION,Undefined,5,Top,0,1,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,0,0,80.54678,-1.998577,-1.92062,1782.714413,246.27021,02:15:00,5.58776,1.66085,4.96412,-35.16494,9.66607,18.5867,0.76754,1.39471,73.74445,-8.394846,1.363027,0.481904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.8106,5.79122,-1.49123,50,5.3657,3.13434,-116.71588,-5.31852,-13.47351,22.8699,-24.220580000000002,VIR_CAV,COL_LION
2023-02-24,15:26:35,1,3,"Parker, Nick",1000010353,Right,VIR_CAV,"Kail, Jack",1000194823,Left,COL_LION,Undefined,5,Top,0,2,1,ChangeUp,Changeup,InPlay,FlyBall,Out,1,0,80.72126,-1.698706,-2.040862,1808.900822,236.356437,02:00:00,5.65772,1.48243,5.07893,-32.53506,11.77528,15.52729,1.34367,0.85171,73.99275,-7.647801,0.706098,0.479098,77.62372,35.583775,20.083603,3094.401608,101.84148,63.81581,41.57177,278.20408,275.44246,26.166641,4.599393,-8.33989,6.74989,-1.30204,50,5.47131,3.52695,-117.0262,-4.59447,-11.55035,22.35459,-22.82578,VIR_CAV,COL_LION
2023-02-24,15:27:06,2,1,"Parker, Nick",1000010353,Right,VIR_CAV,"Hage, Cole",1000092706,Right,COL_LION,Undefined,5,Top,0,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,0,0,75.30979,2.880185,0.715193,2751.936227,49.650958,07:45:00,5.81053,1.25475,5.29483,-63.1881,-12.25288,-16.4541,3.25154,0.5551,68.53534,-8.59464,-2.208583,0.513666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.39741,-6.42662,-1.30752,50,6.02681,-0.71524,-109.17863,3.32311,10.01726,21.32117,-39.84033,VIR_CAV,COL_LION
2023-02-24,15:27:24,2,2,"Parker, Nick",1000010353,Right,VIR_CAV,"Hage, Cole",1000092706,Right,COL_LION,Undefined,5,Top,0,0,1,Fastball,Sinker,StrikeSwinging,Undefined,Undefined,0,0,88.38484,-0.825859,-2.494691,2166.699329,234.479801,01:45:00,5.58678,1.27167,5.66092,-23.81218,12.48213,15.78044,2.83154,0.25891,80.3505,-5.27772,0.323803,0.433601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.66272,6.93559,-1.07037,50,5.50201,4.88406,-128.1689,-2.64497,-14.33583,27.76072,-20.69638,VIR_CAV,COL_LION
2023-02-24,15:27:44,2,3,"Parker, Nick",1000010353,Right,VIR_CAV,"Hage, Cole",1000092706,Right,COL_LION,Undefined,5,Top,0,0,2,Fastball,Sinker,InPlay,FlyBall,Out,1,0,88.36288,-0.971154,-2.184675,2151.470896,240.276087,02:00:00,5.53038,1.26092,5.59411,-24.66793,12.10272,18.83273,2.56724,0.78955,79.56917,-5.592052,1.176589,0.436438,78.43768,45.193121,-12.794879,3936.716031,107.75158,91.59048,-22.1263,258.58741,256.33248,-8.349424,5.270251,-10.25532,6.8278,-1.08616,50,5.43137,4.05882,-128.03934,-3.00283,-16.73825,30.58422,-21.03003,VIR_CAV,COL_LION
2023-02-24,15:28:19,3,1,"Parker, Nick",1000010353,Right,VIR_CAV,"Blake, Andy",1000079628,Right,COL_LION,Undefined,5,Top,2,0,0,ChangeUp,Changeup,InPlay,Popup,Out,1,0,80.92451,-0.020006,-1.679313,1798.248897,252.992889,02:30:00,5.61343,1.36912,4.90646,-37.88951,7.04603,17.69741,2.43704,1.25536,73.09442,-6.94736,1.441561,0.482466,85.00045,76.55555,-52.988091,NA,NA,NA,NA,NA,80.87898,NA,NA,-9.38067,3.89882,-1.22096,50,5.58009,2.68658,-117.2009,-1.40073,-12.83595,25.50513,-26.83916,VIR_CAV,COL_LION
2023-02-24,15:38:50,1,1,"Parker, Nick",1000010353,Right,VIR_CAV,"Dardar, Seth",1000115015,Right,COL_LION,Undefined,6,Top,0,0,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,0,0,79.58999,-1.237886,-2.626918,1748.98125,235.209685,01:45:00,5.6141,1.67984,5.07066,-33.06439,13.12662,16.4604,1.69024,0.57313,71.98621,-7.329574,0.282406,0.489159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.03567,7.39044,-1.44427,50,5.47101,4.5999,-115.18356,-3.60055,-11.96623,24.23488,-22.38663,VIR_CAV,COL_LION
2023-02-24,15:39:05,1,2,"Parker, Nick",1000010353,Right,VIR_CAV,"Dardar, Seth",1000115015,Right,COL_LION,Undefined,6,Top,0,0,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,0,0,79.09237,-1.38209,-2.36869,1750.019807,237.304078,02:00:00,5.63846,1.46142,4.831,-34.85108,11.88375,16.06816,1.42401,0.55603,72.27826,-7.731896,0.460178,0.49203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.63847,6.70185,-1.2414,50,5.47198,4.06553,-114.56823,-3.98627,-11.43409,21.98541,-23.30332,VIR_CAV,COL_LION
2023-02-24,15:39:19,1,3,"Parker, Nick",1000010353,Right,VIR_CAV,"Dardar, Seth",1000115015,Right,COL_LION,Undefined,6,Top,0,0,2,ChangeUp,Changeup,InPlay,GroundBall,Out,1,0,79.28963,-1.304995,-2.02764,1797.580316,237.478999,02:00:00,5.66395,1.48756,4.78089,-35.17711,11.10268,15.12493,1.49458,0.82524,72.91163,-7.687811,0.633557,0.489629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.048,6.23083,-1.29902,50,5.50304,3.43823,-114.96441,-3.8714,-10.79449,20.87674,-23.81687,VIR_CAV,COL_LION
2023-02-24,15:39:52,2,1,"Parker, Nick",1000010353,Right,VIR_CAV,"Eberly, Weston",1000052177,Right,COL_LION,Undefined,6,Top,1,0,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,0,0,84.42633,-1.382296,-2.882534,2357.791391,158.405623,11:15:00,5.56692,1.50429,5.29162,-30.30454,9.64666,-3.34843,1.74174,-1.48358,77.90751,-6.919746,-3.475869,0.454921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92618,5.56792,-1.23922,50,5.41895,6.30837,-122.43571,-4.03198,1.415,22.70264,-23.66732,VIR_CAV,COL_LION
2023-02-24,15:40:09,2,2,"Parker, Nick",1000010353,Right,VIR_CAV,"Eberly, Weston",1000052177,Right,COL_LION,Undefined,6,Top,1,0,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,0,0,84.05784,-1.353253,-3.29227,2376.855227,160.76741,11:15:00,5.56291,1.40971,5.35966,-31.01234,9.20071,-2.79492,1.70718,-1.91397,77.61425,-7.020381,-3.787796,0.45641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54969,5.34953,-1.11162,50,5.41916,7.12887,-121.87417,-3.97041,0.83237,22.4227,-24.07322,VIR_CAV,COL_LION
2023-02-24,15:40:24,2,3,"Parker, Nick",1000010353,Right,VIR_CAV,"Eberly, Weston",1000052177,Right,COL_LION,Undefined,6,Top,1,0,2,Slider,Slider,BallCalled,Undefined,Undefined,0,0,84.52787,-3.518261,-5.277883,2405.231911,167.99843,11:30:00,5.57215,1.49133,5.37605,-31.70376,8.33359,-1.52036,-0.38633,-3.5973,78.42264,-9.247581,-5.546462,0.455411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59398,5.43701,-1.01627,50,5.2328,11.34067,-122.10012,-8.64714,-0.90264,22.54276,-23.9115,VIR_CAV,COL_LION
2023-02-24,15:40:46,2,4,"Parker, Nick",1000010353,Right,VIR_CAV,"Eberly, Weston",1000052177,Right,COL_LION,Undefined,6,Top,1,1,2,Fastball,Four-Seam,InPlay,FlyBall,Out,1,0,89.04578,-1.676681,-3.562813,2136.247121,215.556679,01:15:00,5.5298,1.16974,5.81966,-21.29123,14.16765,9.30926,2.1932,-1.37123,81.36804,-5.668464,-1.898372,0.428582,85.36353,40.261934,31.658265,NA,86.71265,79.4817,67.6823,298.8607,296.73338,46.505094,5.091984,-5.78492,8.05603,-0.88366,50,5.37981,7.64825,-129.08089,-4.46858,-9.75192,27.08301,-18.59369,VIR_CAV,COL_LION
2023-02-24,15:41:29,3,1,"Parker, Nick",1000010353,Right,VIR_CAV,"Schott, Hayden",1000115020,Right,COL_LION,Undefined,6,Top,2,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,0,0,89.47345,-0.403979,-1.867345,2191.475524,245.283876,02:15:00,5.52362,1.63869,5.52975,-25.69793,10.0539,19.12788,3.00428,1.48648,80.93539,-5.189822,1.543011,0.430349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.18619,5.57008,-1.48935,50,5.47168,3.36334,-129.73454,-1.823,-17.16535,29.98923,-22.78754,VIR_CAV,COL_LION
2023-02-24,15:41:43,3,2,"Parker, Nick",1000010353,Right,VIR_CAV,"Schott, Hayden",1000115020,Right,COL_LION,Undefined,6,Top,2,1,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,0,0,81.31016,-0.949712,-2.938313,1924.618661,247.448013,02:15:00,5.59508,1.63053,4.84772,-34.60187,10.05674,20.27147,1.81124,0.53569,73.46594,-7.282208,0.629494,0.480977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.92501,5.71874,-1.35851,50,5.47224,5.14921,-117.61759,-3.19705,-15.08282,25.31961,-24.27891,VIR_CAV,COL_LION
2023-02-24,15:42:00,3,3,"Parker, Nick",1000010353,Right,VIR_CAV,"Schott, Hayden",1000115020,Right,COL_LION,Undefined,6,Top,2,1,1,ChangeUp,Changeup,InPlay,GroundBall,Single,0,0,80.30285,-0.9969,-2.546436,1883.705132,233.92615,01:45:00,5.58708,1.47404,4.93484,-31.3101,14.36745,17.39147,2.03464,0.51491,72.41953,-6.774362,0.519179,0.486433,101.71438,5.441986,37.776225,3636.286875,NA,NA,NA,110.96378,110.96378,39.875004,0.810887,-9.52607,7.8926,-1.24188,50,5.46488,4.43948,-116.2001,-3.08889,-12.80772,25.15749,-21.56253,VIR_CAV,COL_LION
2023-02-24,15:42:45,4,1,"Parker, Nick",1000010353,Right,VIR_CAV,"Lazitz, Anton",1000115016,Right,COL_LION,Undefined,6,Top,2,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,0,0,83.25189,0.236063,-2.170307,2430.664035,135.108088,10:30:00,5.64993,1.64534,5.38917,-33.68813,7.19981,-5.97063,3.064,-0.8873,76.67758,-5.936,-3.230623,0.460224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42701,3.93953,-1.44712,50,5.6474,4.83011,-120.85062,-0.67964,3.60978,22.29236,-26.31463,VIR_CAV,COL_LION
2023-02-24,15:43:05,4,2,"Parker, Nick",1000010353,Right,VIR_CAV,"Lazitz, Anton",1000115016,Right,COL_LION,Undefined,6,Top,2,0,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,0,0,88.7724,-2.050764,-4.159398,2217.542717,223.339645,01:30:00,5.54413,1.33403,5.74552,-20.93694,15.01646,13.02985,1.8842,-1.4594800000000001,80.83155,-5.982301,-1.834969,0.43156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.80457,8.58878,-0.99578,50,5.36053,8.77959,-128.49186,-5.27991,-13.00356,27.46865,-17.86389,VIR_CAV,COL_LION
2023-02-24,15:43:27,4,3,"Parker, Nick",1000010353,Right,VIR_CAV,"Lazitz, Anton",1000115016,Right,COL_LION,Undefined,6,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,0,0,88.53092,0.188922,-2.917384,2125.943753,221.031631,01:15:00,5.52318,1.35373,5.56918,-23.48013,12.80658,10.10123,3.74321,-0.53201,80.43963,-4.199911,-1.118486,0.433556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.91961,6.77327,-1.10878,50,5.52429,6.09007,-128.33162,-0.36971,-9.83272,27.54086,-20.92336,VIR_CAV,COL_LION
2023-02-24,15:43:53,4,4,"Parker, Nick",1000010353,Right,VIR_CAV,"Lazitz, Anton",1000115016,Right,COL_LION,Undefined,6,Top,2,1,2,Curveball,Curveball,BallCalled,Undefined,Undefined,0,0,77.2864,3.490863,0.318219,2843.656504,48.031126,07:30:00,5.80272,1.55925,4.90992,-62.46621,-13.10292,-16.51989,3.90235,0.48351,69.819820000000007,-7.791194,-2.594076,0.505677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.14748,-6.91953,-1.57605,50,6.0921,0.08494,-111.8388,4.4917,10.15357,23.19127,-40.79732,VIR_CAV,COL_LION
2023-02-24,15:44:19,4,5,"Parker, Nick",1000010353,Right,VIR_CAV,"Lazitz, Anton",1000115016,Right,COL_LION,Undefined,6,Top,2,2,2,Slider,Slider,StrikeSwinging,Undefined,Undefined,0,0,84.24716,0.508908,-1.699025,2396.186967,128.538645,10:15:00,5.54107,1.52744,5.26689,-33.68415,6.56756,-6.69193,3.21234,-0.62672,77.23949,-5.66026,-2.885327,0.456629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87465,3.53256,-1.36696,50,5.56298,3.91548,-122.25117,-0.12846,4.35746,23.73463,-26.81928,VIR_CAV,COL_LION
2023-02-24,15:52:58,1,1,"Berry, Jake",1125050,Left,VIR_CAV,"Kreutzmann, EJ",1000115023,Right,COL_LION,Undefined,7,Top,0,0,0,Fastball,Sinker,FoulBall,Undefined,Undefined,0,0,89.02089,-3.013496,2.456598,2010.629673,148.230102,11:00:00,6.68136,-0.9363,6.35553,-13.51036,21.37474,-12.50485,2.77682,0.28403,81.01811,-5.646181,0.194826,0.4251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.08012,12.25532,0.76277,50,6.45537,-5.00519,-129.04281,-7.08279,11.89499,27.76613,-11.58447,VIR_CAV,COL_LION
2023-02-24,15:53:16,1,2,"Berry, Jake",1125050,Left,VIR_CAV,"Kreutzmann, EJ",1000115023,Right,COL_LION,Undefined,7,Top,0,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,0,0,78.68953,-0.115043,0.551675,2045.83701,248.719454,02:15:00,6.53815,-1.07761,5.90409,-42.73046,3.07012,3.6163,2.87049,-0.26413,71.21739,-8.032356,1.201893,0.487087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65421,2.15126,1.03131,50,6.5051,-1.2382,-114.13191,-1.56691,-2.14376,24.435669999999998,-29.38617,VIR_CAV,COL_LION
2023-02-24,15:53:31,1,3,"Berry, Jake",1125050,Left,VIR_CAV,"Kreutzmann, EJ",1000115023,Right,COL_LION,Undefined,7,Top,0,0,2,Fastball,Sinker,BallCalled,Undefined,Undefined,0,0,90.64425,-1.951693,1.532712,1947.983571,143.676169,10:45:00,6.67204,-0.7801,6.44059,-14.24379,19.37761,-13.38477,3.69032,-0.48675,82.07128,-4.728969,-0.894186,0.41733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39918,11.03375,0.67652,50,6.52658,-2.96747,-131.56788,-4.81406,12.83636,30.58895,-13.03232,VIR_CAV,COL_LION
