PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
65,2023-03-16,19:36:01.47,5,2,"Parker, Nick",1000010353,Right,VIR_CAV,"Nolan, Parker",1000056671,Right,NOR_WOL,Undefined,2,Bottom,2,1,0,Cutter,Cutter,BallinDirt,Undefined,Undefined,StolenBase,1,0,,85.78368,-2.907477,-4.897128,2505.341139,170.392687,11:45,5.63846,1.81363,5.51175,-26.14045,12.70142,-1.94114,0.72899,-2.93865,78.82046,-7.707028,-5.24092,0.448561,,,,,,,,,,,,-0.37559,7.60197,-1.38439,50,5.36652,10.70208,-123.94702,-7.19834,-0.58473,24.60361,-20.33939,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,5abc4150-c453-11ed-862c-73497b944289,84.02966,,,6.96322,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:36:01.47,2023-03-16T19:36:01.4757250-04:00,2023-03-16T23:36:01.4757250Z,,v3,471387,471482,,"Teel, Kyle",691019,Right,VIR_CAV,fdca5b1e-c2e4-4a2c-b3e3-dd6e1557c324,54.98504,-124.93264,12.3018,5.63856,-6.38355,-10.1697,-1.81359,10.72551,-0.29237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
66,2023-03-16,19:42:26.79,1,1,"Whitaker, Logan",1000049232,Right,NOR_WOL,"Didawick, Harrison",1000115793,Left,VIR_CAV,Undefined,3,Top,0,0,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.37931,-0.886614,-1.684324,2631.324451,60.133589,8:00,6.54876,1.16413,5.05718,-55.8444,-6.18571,-13.5167,1.05852,-1.55111,70.52938,-10.905342,-4.079707,0.507188,,,,,,,,,,,,6.243,-2.36606,-0.99266,50,6.41981,3.79037,-110.80043,-3.66961,7.71318,20.93502,-35.09732,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,406dfb80-c454-11ed-862c-73497b944289,74.31649,,,5.84993,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:42:26.79,2023-03-16T19:42:26.7905922-04:00,2023-03-16T23:42:26.7905922Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,263c6bc5-9131-4231-97ca-c6ec3b7bce0b,55.44363,-111.82424,10.46751,6.5573,-1.95321,-17.54866,-1.1688,3.41317,3.85659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
67,2023-03-16,19:42:38.50,1,2,"Whitaker, Logan",1000049232,Right,NOR_WOL,"Didawick, Harrison",1000115793,Left,VIR_CAV,Undefined,3,Top,0,1,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.29688,-1.651818,-1.549783,1661.119793,230.12737,1:45,6.48728,1.29101,6.06409,-31.89561,12.8417,13.44552,2.29962,0.97684,71.90701,-7.627953,0.873782,0.4814,,,,,,,,,,,,-7.3854,7.62481,-1.17769,50,6.34235,2.60627,-114.99744,-4.22958,-9.75027,24.13464,-22.10776,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,47659510-c454-11ed-862c-73497b944289,78.29748,,,7.38987,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:42:38.50,2023-03-16T19:42:38.5002370-04:00,2023-03-16T23:42:38.5002370Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,7d77e01f-5952-48e2-84cd-82c181793f17,54.43123,-115.9237,12.06732,6.48839,-3.38111,-11.05388,-1.2849,2.98048,-4.87513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
68,2023-03-16,19:42:48.68,1,3,"Whitaker, Logan",1000049232,Right,NOR_WOL,"Didawick, Harrison",1000115793,Left,VIR_CAV,Undefined,3,Top,0,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,78.49954,-1.553702,-1.87544,1727.102705,228.260841,1:30,6.52634,1.21973,5.82328,-31.81703,14.24552,14.10682,2.42937,0.65113,71.17655,-7.498137,0.654898,0.488478,,,,,,,,,,,,-7.75378,8.25607,-1.0746,50,6.38074,3.18418,-113.78106,-4.01865,-10.03035,23.45169,-21.49397,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,4d75b4d0-c454-11ed-862c-73497b944289,77.16296,,,7.32299,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:42:48.68,2023-03-16T19:42:48.6821250-04:00,2023-03-16T23:42:48.6821250Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,65ed9979-7bee-4a7b-abf7-9658461557d5,54.67178,-114.73993,11.72585,6.52708,-3.13983,-10.74699,-1.21317,3.59429,-5.01517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
69,2023-03-16,19:42:59.50,1,4,"Whitaker, Logan",1000049232,Right,NOR_WOL,"Didawick, Harrison",1000115793,Left,VIR_CAV,Undefined,3,Top,0,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.12883,-1.617993,-2.002509,2067.380439,194.882992,12:30,6.69742,1.09759,5.36017,-16.37505,20.01954,4.96985,3.81423,-0.36688,80.34807,-4.742685,-1.120092,0.4342,,,,,,,,,,,,-3.10315,10.90005,-0.92124,50,6.54086,4.28121,-129.04165,-4.13865,-5.16535,30.06405,-14.03031,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,53e27380-c454-11ed-862c-73497b944289,86.80892,,,8.78075,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:42:59.50,2023-03-16T19:42:59.5010946-04:00,2023-03-16T23:42:59.5010946Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,8814c39f-2e9b-4c1f-a260-7ba02881c4bd,55.13356,-130.23217,15.03202,6.69375,-3.58306,-7.01515,-1.09483,4.48576,-2.58267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
70,2023-03-16,19:43:10.89,1,5,"Whitaker, Logan",1000049232,Right,NOR_WOL,"Didawick, Harrison",1000115793,Left,VIR_CAV,Undefined,3,Top,0,2,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,78.21132,-3.261747,-2.424932,1689.671606,229.228267,1:45,6.43969,1.04338,5.81651,-32.39187,14.15524,14.4482,0.70163,-0.00862,71.14245,-9.273941,0.16723,0.491041,,,,,,,,,,,,-8.16709,8.75957,-0.85352,50,6.1532,4.25531,-113.20758,-7.40492,-10.45555,23.27402,-20.95997,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,5abc9a00-c454-11ed-862c-73497b944289,76.76026,,,7.06887,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:43:10.89,2023-03-16T19:43:10.8992898-04:00,2023-03-16T23:43:10.8992898Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,5d83bf81-1ad5-4e7b-bac6-9050de18c120,54.68023,-114.16572,11.63701,6.44028,-6.54205,-10.47999,-1.03756,4.68574,-5.22778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
71,2023-03-16,19:43:23.51,1,6,"Whitaker, Logan",1000049232,Right,NOR_WOL,"Didawick, Harrison",1000115793,Left,VIR_CAV,Undefined,3,Top,0,3,2,ChangeUp,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,79.01887,-0.063108,-1.750107,1680.485113,234.343782,1:45,6.40822,1.3375,5.86277,-33.2051,12.0428,14.58469,3.58247,0.92657,71.65352,-6.270248,0.866548,0.48414,,,,,,,,,,,,-7.95434,6.64918,-1.20394,50,6.38404,2.94115,-114.62474,-1.11418,-10.46634,23.36335,-23.42501,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,62b1f480-c454-11ed-862c-73497b944289,77.85449,,,7.36536,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:43:23.51,2023-03-16T19:43:23.5116418-04:00,2023-03-16T23:43:23.5116418Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,2bb7636d-8dad-4268-84e1-0b402baf28fe,54.6329,-115.56518,11.68168,6.40991,-0.17126,-11.71251,-1.33081,3.36245,-5.23317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
72,2023-03-16,19:43:53.11,2,1,"Whitaker, Logan",1000049232,Right,NOR_WOL,"Rubin, Justin",1000232970,Right,VIR_CAV,Undefined,3,Top,0,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.11051,-2.525575,-2.488682,2110.584722,203.02362,12:45,6.68963,1.03712,5.3457,-15.4293,20.37643,8.08591,3.03108,-0.62492,80.98549,-5.480663,-1.053891,0.430673,,,,,,,,,,,,-4.82614,11.38406,-0.8187,50,6.45135,5.28195,-130.29842,-6.20763,-8.16234,31.52113,-12.9204,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,73d8fa10-c454-11ed-862c-73497b944289,87.51988,,,9.12502,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:43:53.11,2023-03-16T19:43:53.1145602-04:00,2023-03-16T23:43:53.1145602Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,8b90f2d7-3554-4088-9116-40a54f05a150,55.14772,-131.53784,15.76056,6.68545,-5.6996,-6.4602,-1.03269,5.6029,-4.08117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
73,2023-03-16,19:44:24.81,2,2,"Whitaker, Logan",1000049232,Right,NOR_WOL,"Rubin, Justin",1000232970,Right,VIR_CAV,Undefined,3,Top,0,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,83.88801,-2.794413,-1.778183,2360.563983,163.665039,11:30,6.44821,1.17732,5.30545,-36.74065,4.56437,-0.89953,0.76001,-0.56738,76.2025,-9.490521,-1.938185,0.462565,,,,,,,,,,,,-0.12551,3.61929,-1.01518,50,6.16781,3.80673,-121.38794,-7.24301,-0.18427,27.31767,-26.86044,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,86c55650-c454-11ed-862c-73497b944289,81.48569,,,7.68551,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:44:24.81,2023-03-16T19:44:24.8117634-04:00,2023-03-16T23:44:24.8117634Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,84ed3aaf-443d-4ba8-a74b-e80fdfb8975f,55.191,-122.55058,13.65884,6.45175,-6.09983,-13.43022,-1.17736,3.81457,-0.09213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
74,2023-03-16,19:44:44.17,2,3,"Whitaker, Logan",1000049232,Right,NOR_WOL,"Rubin, Justin",1000232970,Right,VIR_CAV,Undefined,3,Top,0,1,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,82.14058,0.075068,-1.785602,2462.673875,109.58381,9:45,6.42403,1.3489,5.01666,-40.14416,3.36614,-5.01929,3.14957,-0.75508,74.19592,-7.2497,-2.672003,0.474753,75.16914,41.231302,64.961733,5239.555744,,,,,82.00233,,,1.8963,2.11185,-1.17353,50,6.39929,3.92668,-118.91011,-1.32202,2.66959,26.36766,-29.20102,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,924f4940-c454-11ed-862c-73497b944289,79.39382,60.93785,,7.94466,,,,0.13043,2.98332,0.96533,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:44:44.17,2023-03-16T19:44:44.1717122-04:00,2023-03-16T23:44:44.1717122Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,205d2e62-a7bf-4885-a68a-121095b3b25a,55.47868,-120.11884,13.18383,6.42921,0.01658,-14.60051,-1.35073,3.8043,1.3348,,0.13043,35.0905,-13.92511,3.3195,-0.81109,0.15963,-0.03089,0.00528,-0.00049,2.98332,72.66443,-21.38293,2.16987,-0.41632,0.07767,-0.01199,0.00193,-0.00022,0.96533,75.1208,-7.52196,0.21608,0.14084,-0.08014,0.02117,-0.00442,0.0005,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,
75,2023-03-16,19:45:06.61,2,4,"Whitaker, Logan",1000049232,Right,NOR_WOL,"Rubin, Justin",1000232970,Right,VIR_CAV,Undefined,3,Top,0,1,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Single,0,0,,89.16361,-2.836069,-2.134981,2069.456914,196.459799,12:30,6.57518,0.96177,5.51528,-15.00591,21.10001,5.85292,2.66882,-0.54772,80.68171,-5.710462,-1.09282,0.432475,90.48728,9.230937,5.947793,1756.519713,108.65819,11.6653,17.12488,197.8329,196.42302,10.919907,1.857718,-3.61646,11.9043,-0.77977,50,6.31823,4.5524,-129.08513,-6.82948,-6.03746,29.52641,-12.30052,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,9faaa0d0-c454-11ed-862c-73497b944289,87.15528,11.73857,,8.4819,,,,0.48307,2.64445,0.55381,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:45:06.61,2023-03-16T19:45:06.6133890-04:00,2023-03-16T23:45:06.6133890Z,LineDrive,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,8cd4a659-a9eb-45ec-922e-e281e7438f21,54.98095,-130.21946,14.76321,6.57152,-6.35692,-6.15026,-0.95912,4.78434,-3.01873,229.642575,0.48306,130.29134,-19.05616,3.6961,-0.64549,0.05873,0.01406,-0.00706,0.001,2.64447,21.28769,-12.52367,0.01605,0.05098,0.0646,-0.05151,0.01743,-0.00228,0.55382,13.57213,5.87441,-2.05296,0.47465,-0.00626,-0.04911,0.0193,-0.00262,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
76,2023-03-16,19:45:42.23,3,1,"Whitaker, Logan",1000049232,Right,NOR_WOL,"O'Ferrall, Griff",1000132221,Right,VIR_CAV,Undefined,3,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.10333,-1.858171,-1.225238,2534.40756,60.641192,8:00,6.37946,1.34445,5.06202,-43.08179,-0.32071,-2.92272,1.03612,-0.05464,75.79815,-9.616622,-1.743188,0.470648,,,,,,,,,,,,1.12165,0.71811,-1.22556,50,6.16839,2.67005,-119.10501,-5.46067,1.61144,22.84582,-31.14238,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,b4eb2640-c454-11ed-862c-73497b944289,80.08634,,,6.30517,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:45:42.23,2023-03-16T19:45:42.2310786-04:00,2023-03-16T23:45:42.2310786Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,2845d0d3-c0fe-4c4b-9620-468abbe3bc5d,55.43759,-120.14347,11.42291,6.38444,-4.04508,-15.57119,-1.34527,2.5968,0.80572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
77,2023-03-16,19:45:59.61,3,2,"Whitaker, Logan",1000049232,Right,NOR_WOL,"O'Ferrall, Griff",1000132221,Right,VIR_CAV,Undefined,3,Top,0,1,0,Fastball,Four-Seam,InPlay,Undefined,Bunt,Single,0,0,,89.95838,-3.10219,-2.555088,2201.848038,193.539146,12:30,6.57311,0.91731,5.69623,-13.99013,21.04891,4.78378,2.51067,-1.06668,81.91496,-5.784378,-1.700928,0.426037,,,,,,,,,,,,-3.18788,11.97721,-0.70577,50,6.3038,5.60884,-130.30782,-7.46089,-5.45734,28.49765,-11.67011,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,bf3ce750-c454-11ed-862c-73497b944289,88.47217,,,8.04342,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:45:59.61,2023-03-16T19:45:59.6146050-04:00,2023-03-16T23:45:59.6146050Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,3cb6f382-d7d1-44ed-8da9-bf9d9a599c1d,54.80167,-131.35371,14.24882,6.56976,-7.03258,-5.83506,-0.9153,5.80913,-2.72867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
78,2023-03-16,19:47:32.95,4,1,"Whitaker, Logan",1000049232,Right,NOR_WOL,"O'Donnell, Ethan",1000091984,Left,VIR_CAV,Undefined,3,Top,0,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.00325,-1.237869,-1.581221,2127.479085,198.612285,12:30,6.59421,1.08848,5.60469,-14.81265,20.26505,6.42552,4.20367,0.14752,81.6721,-4.079664,-0.434732,0.426272,,,,,,,,,,,,-3.6965,10.9465,-0.95732,50,6.47888,3.31265,-130.52679,-3.24108,-6.34065,28.94429,-13.39741,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,f6db2f50-c454-11ed-862c-73497b944289,88.42339,,,8.33114,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:47:32.95,2023-03-16T19:47:32.9501570-04:00,2023-03-16T23:47:32.9501570Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,89d7fb26-df26-48f8-88b0-c09960b7f532,54.89062,-131.60682,14.47215,6.5905,-2.74117,-6.69871,-1.08534,3.54925,-3.17032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
79,2023-03-16,19:47:46.71,4,2,"Whitaker, Logan",1000049232,Right,NOR_WOL,"O'Donnell, Ethan",1000091984,Left,VIR_CAV,Undefined,3,Top,0,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.23995,-0.298893,0.299466,2290.582944,149.849238,11:00,6.33607,1.43733,5.28002,-39.62215,3.17929,-0.96457,2.75352,1.6382,74.5362,-7.556054,0.128047,0.47087,,,,,,,,,,,,0.57374,2.17335,-1.46392,50,6.28023,-0.58144,-119.19297,-2.0417,0.8143,25.78275,-29.08948,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,ff225350-c454-11ed-862c-73497b944289,80.04856,,,7.70376,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:47:46.71,2023-03-16T19:47:46.7154306-04:00,2023-03-16T23:47:46.7154306Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,740fc847-d772-4ebf-af65-7982ba106014,55.21487,-120.31571,12.89138,6.34156,-0.77496,-14.54474,-1.43783,-0.6169,0.40715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
80,2023-03-16,19:48:00.56,4,3,"Whitaker, Logan",1000049232,Right,NOR_WOL,"O'Donnell, Ethan",1000091984,Left,VIR_CAV,Undefined,3,Top,0,2,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.18801,-0.869295,-1.132961,1787.673501,227.72117,1:30,6.39983,1.32573,6.15056,-29.16309,12.82284,12.62678,3.16616,1.33102,74.34439,-6.335117,1.145803,0.466362,,,,,,,,,,,,-6.8217,7.28977,-1.24575,50,6.31876,1.85858,-117.95852,-2.62973,-9.59691,22.7558,-21.91867,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,07661bf0-c455-11ed-862c-73497b944289,80.82224,,,6.84362,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:48:00.56,2023-03-16T19:48:00.5694850-04:00,2023-03-16T23:48:00.5694850Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,48351f57-d08c-481e-a833-9ea9f958a54c,54.34651,-118.79406,11.3779,6.40054,-1.82493,-10.95934,-1.32047,2.21095,-4.79846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
81,2023-03-16,19:48:15.23,4,4,"Whitaker, Logan",1000049232,Right,NOR_WOL,"O'Donnell, Ethan",1000091984,Left,VIR_CAV,Undefined,3,Top,0,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.02172,-2.316315,-1.238959,2060.243703,208.473477,1:00,6.58403,0.98939,5.55904,-17.50044,18.52458,9.36792,2.95989,0.61234,80.75622,-5.632989,0.432153,0.43199,,,,,,,,,,,,-5.07587,10.40922,-0.88858,50,6.37263,2.36906,-129.01212,-5.75282,-8.4867,28.83647,-14.77023,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,10194830-c455-11ed-862c-73497b944289,87.25306,,,8.2655,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:48:15.23,2023-03-16T19:48:15.2312706-04:00,2023-03-16T23:48:15.2312706Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,9752cd67-1d62-49cf-b260-e21508d7b2c4,54.93616,-130.11076,14.41824,6.58109,-5.19009,-7.38512,-0.985,2.69239,-4.24335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
82,2023-03-16,19:48:28.05,4,5,"Whitaker, Logan",1000049232,Right,NOR_WOL,"O'Donnell, Ethan",1000091984,Left,VIR_CAV,Undefined,3,Top,0,3,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.1669,-2.413786,-1.887186,2166.019538,199.340423,12:45,6.67872,1.09689,5.49849,-15.74288,20.32292,6.68591,3.10655,-0.11175,80.72912,-5.419276,-0.696687,0.432234,,,,,,,,,,,,-3.91732,11.32225,-0.93641,50,6.45723,3.95009,-129.13183,-5.90341,-6.55441,29.1691,-13.22974,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,17b8ba80-c455-11ed-862c-73497b944289,87.20371,,,8.43778,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:48:28.05,2023-03-16T19:48:28.0565634-04:00,2023-03-16T23:48:28.0565634Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,74c33b48-6462-402c-a55a-97fd611917d7,54.99599,-130.25547,14.58455,6.67482,-5.39378,-6.61487,-1.09344,4.20257,-3.2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
83,2023-03-16,19:48:46.33,4,6,"Whitaker, Logan",1000049232,Right,NOR_WOL,"O'Donnell, Ethan",1000091984,Left,VIR_CAV,Undefined,3,Top,0,3,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,81.56907,-0.704357,-1.470961,2513.112815,127.846474,10:15,6.35358,1.43615,5.12355,-39.70297,3.76953,-2.99673,2.38133,-0.19935,74.55166,-7.928399,-2.001719,0.474547,,,,,,,,,,,,1.05032,2.54599,-1.29554,50,6.2569,3.16524,-118.25121,-2.89356,1.47887,23.72832,-28.5892,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20230316-DoakField-1,22a471a0-c455-11ed-862c-73497b944289,79.42833,,,7.01742,,,,,,,5133ed7a-e046-474c-a049-38168f8f69a0,2023-03-16,23:48:46.33,2023-03-16T19:48:46.3372674-04:00,2023-03-16T23:48:46.3372674Z,,v3,471387,471482,,"Cozart, Jacob",1000036981,Right,NOR_WOL,c04b8e31-f380-43e3-b27e-a76ddcc11e8a,55.37264,-119.32441,11.86416,6.35853,-1.60051,-14.2946,-1.43719,3.09835,0.73943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
