PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
249,3/10/2023,40:23.3,1,3,"Berry, Jake",1125050,Left,VIR_CAV,"Horvath, Mac",1000013097,Right,NOR_TAR,Undefined,7,Bottom,0,1,1,Changeup,Changeup,InPlay,Undefined,LineDrive,Single,0,0,,80.79139,-1.428727,1.876494,1689.709686,124.380116,10:15,6.52597,-1.04721,7.39613,-30.36258,9.87847,-12.65304,2.7058,-0.40805,74.4684,-7.214396,-0.462452,0.456569,95.36548,14.407663,-18.514317,1076.698242,102.99711,18.7649,-38.62103,228.7796,226.82222,-23.005703,2.061685,7.41225,6.12709,0.94783,50,6.44037,-3.4818,-117.63095,-3.61146,10.40193,21.98503,-23.57562,NOR_TAR,VIR_CAV,UNC,D1,ACC,20230310-UNC-1,4f5c9510-bfa5-11ed-8c29-a797a11acaa1,82.55588,18.84695,,6.32299,,,,1.71296,2.70457,0.40918,d4ae8f8e-24d6-4973-a371-79d6f4f5f3e9,3/11/2023,40:23.3,2023-03-10T19:40:23.2529256-05:00,2023-03-11T00:40:23.2529256Z,LineDrive,v3,471370,471482,10 March 2023 17:00-virginia@unc,"Teel, Kyle",691019,Right,VIR_CAV,d6c82546-3973-48e9-8518-313f59a6a890,53.10277,-118.20943,10.99251,6.52724,-2.99113,-11.78781,1.04304,-3.7555,5.20096,97.88236,1.71296,128.45886,-19.22886,4.35702,-0.9461,0.17367,-0.03128,0.00457,-0.00035,2.70457,34.80217,-20.06999,1.57106,-0.19809,0.01495,0.00206,-0.00033,0,0.40918,-43.01749,-2.43411,1.93706,-0.68347,0.18285,-0.03911,0.0058,-0.00043,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
250,3/10/2023,41:20.4,2,1,"Berry, Jake",1125050,Left,VIR_CAV,"Frick, Tomas",1000018593,Right,NOR_TAR,Undefined,7,Bottom,0,0,0,Changeup,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,80.45556,-1.332943,2.087223,1665.70261,117.364518,10:00,6.57744,-1.34234,7.68944,-30.95128,9.20209,-15.40556,2.8014,-0.7529,74.10204,-7.262546,-0.776508,0.456071,70.75482,86.589096,-160.369599,4680.553893,,,,,0.28473,,,9.07154,5.79697,1.2417,50,6.50532,-3.84411,-117.18728,-3.36499,12.61634,22.12043,-24.11188,NOR_TAR,VIR_CAV,UNC,D1,ACC,20230310-UNC-1,716273a0-bfa5-11ed-8c29-a797a11acaa1,82.64603,29.03022,,6.35352,,,,2.36282,2.73807,0.70942,d4ae8f8e-24d6-4973-a371-79d6f4f5f3e9,3/11/2023,41:20.3,2023-03-10T19:41:20.3588968-05:00,2023-03-11T00:41:20.3588968Z,,v3,471370,471482,10 March 2023 17:00-virginia@unc,"Teel, Kyle",691019,Right,VIR_CAV,add59825-2047-4965-8408-63c5304ad7e8,52.80979,-117.71646,11.06021,6.57892,-2.78816,-12.05594,1.33727,-4.14593,6.30817,1.466751,2.36617,-5.97857,-7.33659,,,,,,,2.74172,103.413,-27.74069,,,,,,,0.70902,-2.05476,1.04071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
253,3/10/2023,43:04.9,2,4,"Berry, Jake",1125050,Left,VIR_CAV,"Frick, Tomas",1000018593,Right,NOR_TAR,Undefined,7,Bottom,0,0,2,Changeup,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.3854,-3.802334,1.08013,1934.41118,142.681607,10:45,6.50776,-1.23658,7.51545,-22.74808,14.30123,-9.97686,1.18389,-1.09563,77.39749,-8.170689,-0.769184,0.438088,,,,,,,,,,,,5.75048,9.28237,1.18167,50,6.30316,-2.0044,-122.61778,-8.6224,8.7144,25.29284,-18.10735,NOR_TAR,VIR_CAV,UNC,D1,ACC,20230310-UNC-1,afb5cdf0-bfa5-11ed-8c29-a797a11acaa1,86.03848,,,6.98792,,,,,,,d4ae8f8e-24d6-4973-a371-79d6f4f5f3e9,3/11/2023,43:04.9,2023-03-10T19:43:04.9410920-05:00,2023-03-11T00:43:04.9410920Z,,v3,471370,471482,10 March 2023 17:00-virginia@unc,"Teel, Kyle",691019,Right,VIR_CAV,8813b72f-7a17-44f4-9994-d27e1e275543,52.98167,-123.23129,12.64642,6.50698,-8.18319,-9.05367,1.23285,-2.21578,4.3572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
255,3/10/2023,44:17.3,3,1,"Berry, Jake",1125050,Left,VIR_CAV,"Osuna, Alberto",1000075078,Right,NOR_TAR,Undefined,7,Bottom,0,0,0,Changeup,Changeup,InPlay,Undefined,LineDrive,Out,1,0,,81.36944,-1.280665,1.446207,1771.844174,139.634636,10:45,6.59765,-1.45243,7.57869,-26.42549,13.46524,-10.27772,3.24363,-1.00847,73.94701,-6.397135,-0.459851,0.454577,89.17891,19.222808,-21.64056,1357.040866,101.73659,30.3969,-41.82779,279.28654,268.26874,-24.88259,3.027295,6.10327,8.17028,1.3801,50,6.52585,-2.69039,-118.41004,-3.17782,8.5524,25.357,-20.72516,NOR_TAR,VIR_CAV,UNC,D1,ACC,20230310-UNC-1,dacc6210-bfa5-11ed-8c29-a797a11acaa1,82.91763,33.07683,,7.42243,,,,2.38932,3.22962,1.02419,d4ae8f8e-24d6-4973-a371-79d6f4f5f3e9,3/11/2023,44:17.3,2023-03-10T19:44:17.2723560-05:00,2023-03-11T00:44:17.2723560Z,LineDrive,v3,471370,471482,10 March 2023 17:00-virginia@unc,"Teel, Kyle",691019,Right,VIR_CAV,29aebc41-c6b0-43ad-8798-8955d4515eb8,52.91858,-119.0334,12.6785,6.59771,-2.66833,-10.36258,1.44883,-2.90064,4.2762,142.605915,2.38949,114.79129,-18.04326,4.09374,-0.81433,0.1399,-0.02166,0.00202,0,3.22941,43.07132,-16.51814,0.83176,-0.14974,0.0613,-0.02363,0.00638,-0.00071,1.02428,-45.54914,2.29597,0.14356,-0.17597,0.08937,-0.03307,0.00691,-0.0006,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
261,3/10/2023,47:26.0,5,2,"Berry, Jake",1125050,Left,VIR_CAV,"Van De Brake, Jackson",1000105791,Right,NOR_TAR,Undefined,7,Bottom,2,1,0,Changeup,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.88613,-2.049385,1.47995,1835.499463,130.766593,10:15,6.50391,-1.2577,7.2692,-26.3595,13.20887,-13.84918,2.45238,-1.073,75.09768,-7.09129,-1.073919,0.452737,,,,,,,,,,,,7.88339,8.11308,1.17682,50,6.38038,-2.64032,-119.12016,-4.85255,11.29296,23.52773,-20.55207,NOR_TAR,VIR_CAV,UNC,D1,ACC,20230310-UNC-1,4b4fc9f0-bfa6-11ed-8c29-a797a11acaa1,83.25469,,,6.78845,,,,,,,d4ae8f8e-24d6-4973-a371-79d6f4f5f3e9,3/11/2023,47:26.0,2023-03-10T19:47:25.9692392-05:00,2023-03-11T00:47:25.9692392Z,,v3,471370,471482,10 March 2023 17:00-virginia@unc,"Teel, Kyle",691019,Right,VIR_CAV,8ec5c111-0b7d-4337-b2d1-0b8935da9b40,53.22798,-119.75603,11.76387,6.50402,-4.2971,-10.27604,1.2523,-2.94553,5.64648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
266,3/10/2023,50:34.6,6,1,"Berry, Jake",1125050,Left,VIR_CAV,"Castagnozzi, Johnny",1000113243,Right,NOR_TAR,Undefined,7,Bottom,2,0,0,Changeup,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.66451,-2.65639,2.334891,1716.152446,128.811388,10:15,6.47663,-1.45766,7.28086,-26.82852,12.15961,-13.50879,1.83526,-0.47099,75.63938,-7.780557,-0.155939,0.449405,,,,,,,,,,,,7.98709,7.75059,1.32893,50,6.31922,-4.47081,-120.12373,-6.18726,11.59763,24.62386,-20.91982,NOR_TAR,VIR_CAV,UNC,D1,ACC,20230310-UNC-1,bbb633f0-bfa6-11ed-8c29-a797a11acaa1,83.87192,,,7.02513,,,,,,,d4ae8f8e-24d6-4973-a371-79d6f4f5f3e9,3/11/2023,50:34.6,2023-03-10T19:50:34.5761640-05:00,2023-03-11T00:50:34.5761640Z,,v3,471370,471482,10 March 2023 17:00-virginia@unc,"Teel, Kyle",691019,Right,VIR_CAV,89994882-4379-4c4a-a01a-7682d88eef72,53.21647,-120.78127,12.31193,6.47698,-5.62864,-10.45991,1.45245,-4.78051,5.79881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
267,3/10/2023,50:53.8,6,2,"Berry, Jake",1125050,Left,VIR_CAV,"Castagnozzi, Johnny",1000113243,Right,NOR_TAR,Undefined,7,Bottom,2,0,1,Changeup,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.67411,-2.987744,2.311783,1693.21257,128.558308,10:15,6.44647,-1.3498,7.71196,-27.22332,12.00509,-13.45205,1.49417,-0.39673,74.92536,-8.217469,-0.189946,0.450787,,,,,,,,,,,,8.07107,7.86768,1.23846,50,6.29474,-4.40962,-118.75445,-6.74669,11.46645,23.83619,-20.99653,NOR_TAR,VIR_CAV,UNC,D1,ACC,20230310-UNC-1,c7346710-bfa6-11ed-8c29-a797a11acaa1,83.61468,,,6.74875,,,,,,,d4ae8f8e-24d6-4973-a371-79d6f4f5f3e9,3/11/2023,50:53.8,2023-03-10T19:50:53.8359656-05:00,2023-03-11T00:50:53.8359656Z,,v3,471370,471482,10 March 2023 17:00-virginia@unc,"Teel, Kyle",691019,Right,VIR_CAV,0c6987ec-94da-4d3b-af32-0216c00377de,52.78583,-119.3123,11.9181,6.44689,-6.2553,-10.49826,1.3448,-4.67798,5.73323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
269,3/10/2023,51:37.7,6,4,"Berry, Jake",1125050,Left,VIR_CAV,"Castagnozzi, Johnny",1000113243,Right,NOR_TAR,Undefined,7,Bottom,2,1,2,Changeup,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,85.1743,-2.609441,1.965338,1993.133445,131.570829,10:30,6.52655,-1.42476,7.39923,-23.02037,13.50765,-13.8678,2.25107,-0.80669,77.84806,-7.03915,-0.597458,0.434995,,,,,,,,,,,,8.18871,8.48016,1.3211,50,6.37859,-3.82438,-123.85873,-6.15034,12.63182,26.35061,-19.09258,NOR_TAR,VIR_CAV,UNC,D1,ACC,20230310-UNC-1,e159d2b0-bfa6-11ed-8c29-a797a11acaa1,86.65024,,,7.32623,,,,,,,d4ae8f8e-24d6-4973-a371-79d6f4f5f3e9,3/11/2023,51:37.7,2023-03-10T19:51:37.7468776-05:00,2023-03-11T00:51:37.7468776Z,,v3,471370,471482,10 March 2023 17:00-virginia@unc,"Teel, Kyle",691019,Right,VIR_CAV,66c71a6a-99f1-427b-b818-9f6d8d6a4c91,53.09969,-124.51644,13.17531,6.52615,-5.67379,-9.54629,1.42049,-4.13967,6.31591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
270,3/10/2023,52:07.5,6,5,"Berry, Jake",1125050,Left,VIR_CAV,"Castagnozzi, Johnny",1000113243,Right,NOR_TAR,Undefined,7,Bottom,2,1,2,Changeup,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.39798,-3.608265,2.050297,1799.839983,118.374753,10:00,6.49803,-1.34239,7.29797,-28.51376,9.988,-16.03308,0.85391,-0.82439,76.16571,-9.027359,-0.91038,0.446593,,,,,,,,,,,,9.2989,6.92481,1.2307,50,6.2878,-3.82257,-121.07598,-8.30788,13.64956,26.10219,-22.00936,NOR_TAR,VIR_CAV,UNC,D1,ACC,20230310-UNC-1,f318ab70-bfa6-11ed-8c29-a797a11acaa1,84.40006,,,7.23227,,,,,,,d4ae8f8e-24d6-4973-a371-79d6f4f5f3e9,3/11/2023,52:07.5,2023-03-10T19:52:07.5076456-05:00,2023-03-11T00:52:07.5076456Z,,v3,471370,471482,10 March 2023 17:00-virginia@unc,"Teel, Kyle",691019,Right,VIR_CAV,e05d5c93-606f-42aa-a3c4-aaf8af79ad61,53.1993,-121.76374,13.0511,6.49907,-7.72796,-11.00468,1.33615,-4.18222,6.82478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
274,3/10/2023,53:55.6,6,9,"Berry, Jake",1125050,Left,VIR_CAV,"Castagnozzi, Johnny",1000113243,Right,NOR_TAR,Undefined,7,Bottom,2,3,2,Changeup,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,82.82403,-2.193751,1.423733,1851.537194,129.312694,10:15,6.5183,-1.26482,7.521,-24.44714,14.09993,-15.61623,2.50504,-1.28452,75.46478,-6.917356,-1.469867,0.446856,,,,,,,,,,,,9.00107,8.76382,1.19323,50,6.39775,-2.52857,-120.49174,-5.11664,13.0876,25.80809,-19.43139,NOR_TAR,VIR_CAV,UNC,D1,ACC,20230310-UNC-1,338ebeb0-bfa7-11ed-8c29-a797a11acaa1,84.35038,,,7.35924,,,,,,,d4ae8f8e-24d6-4973-a371-79d6f4f5f3e9,3/11/2023,53:55.6,2023-03-10T19:53:55.6388712-05:00,2023-03-11T00:53:55.6388712Z,,v3,471370,471482,10 March 2023 17:00-virginia@unc,"Teel, Kyle",691019,Right,VIR_CAV,24c77d79-507a-418d-a430-2cbbebf64515,52.97699,-121.1277,12.90405,6.51794,-4.63781,-9.7157,1.25951,-2.85107,6.5438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
